model_version,mr_id,input_id,variant,source_pred_label,source_pred_score,followup_pred_label,followup_pred_score,mr_pass,fairness_regression,timestamp
stable,CHR-GEN-018,imdb-295,uppercase,0,0.6506133675575256,0,0.614079475402832,True,False,2026-04-10T20:05:58.727316+00:00
stable,CHR-GEN-018,imdb-295,lowercase,0,0.6506133675575256,0,0.6450192928314209,True,False,2026-04-10T20:05:58.727319+00:00
stable,CHR-GEN-018,imdb-10521,uppercase,0,0.6228316426277161,0,0.6199932098388672,True,False,2026-04-10T20:05:58.802688+00:00
stable,CHR-GEN-018,imdb-10521,lowercase,0,0.6228316426277161,0,0.5947387218475342,True,False,2026-04-10T20:05:58.802692+00:00
stable,CHR-GEN-018,imdb-7102,uppercase,0,0.6392112374305725,0,0.5968867540359497,True,False,2026-04-10T20:05:58.777083+00:00
stable,CHR-GEN-018,imdb-7102,lowercase,0,0.6392112374305725,0,0.6228220462799072,True,False,2026-04-10T20:05:58.777087+00:00
stable,CHR-GEN-018,imdb-20957,uppercase,0,0.6025651097297668,0,0.6077758073806763,True,False,2026-04-10T20:05:58.879417+00:00
stable,CHR-GEN-018,imdb-20957,lowercase,0,0.6025651097297668,0,0.591683030128479,True,False,2026-04-10T20:05:58.879420+00:00
stable,CHR-GEN-018,imdb-749,uppercase,0,0.6357271075248718,0,0.6074005365371704,True,False,2026-04-10T20:05:58.730702+00:00
stable,CHR-GEN-018,imdb-749,lowercase,0,0.6357271075248718,0,0.6251554489135742,True,False,2026-04-10T20:05:58.730706+00:00
stable,CHR-GEN-018,imdb-18085,uppercase,0,0.6212887167930603,0,0.6042002439498901,True,False,2026-04-10T20:05:58.858096+00:00
stable,CHR-GEN-018,imdb-18085,lowercase,0,0.6212887167930603,0,0.5930922627449036,True,False,2026-04-10T20:05:58.858099+00:00
stable,CHR-GEN-018,imdb-19313,uppercase,0,0.6281623244285583,0,0.5990935564041138,True,False,2026-04-10T20:05:58.866982+00:00
stable,CHR-GEN-018,imdb-19313,lowercase,0,0.6281623244285583,0,0.5663331151008606,False,False,2026-04-10T20:05:58.866986+00:00
stable,CHR-GEN-018,imdb-14670,uppercase,0,0.6134161353111267,0,0.5998787879943848,True,False,2026-04-10T20:05:58.833181+00:00
stable,CHR-GEN-018,imdb-14670,lowercase,0,0.6134161353111267,0,0.607181191444397,True,False,2026-04-10T20:05:58.833185+00:00
stable,CHR-GEN-018,imdb-19784,uppercase,1,0.728588342666626,0,0.5992417335510254,False,False,2026-04-10T20:05:58.870318+00:00
stable,CHR-GEN-018,imdb-19784,lowercase,1,0.728588342666626,1,0.7078304290771484,True,False,2026-04-10T20:05:58.870321+00:00
stable,CHR-GEN-018,imdb-21155,uppercase,0,0.6101442575454712,0,0.6026132702827454,True,False,2026-04-10T20:05:58.880854+00:00
stable,CHR-GEN-018,imdb-21155,lowercase,0,0.6101442575454712,0,0.6108578443527222,True,False,2026-04-10T20:05:58.880858+00:00
stable,CHR-GEN-018,imdb-10470,uppercase,0,0.638497531414032,0,0.6184576749801636,True,False,2026-04-10T20:05:58.802262+00:00
stable,CHR-GEN-018,imdb-10470,lowercase,0,0.638497531414032,0,0.6069054007530212,True,False,2026-04-10T20:05:58.802266+00:00
stable,CHR-GEN-018,imdb-15807,uppercase,0,0.5338176488876343,0,0.5950555205345154,False,False,2026-04-10T20:05:58.841356+00:00
stable,CHR-GEN-018,imdb-15807,lowercase,0,0.5338176488876343,0,0.5584290623664856,True,False,2026-04-10T20:05:58.841359+00:00
stable,CHR-GEN-018,imdb-7494,uppercase,0,0.6190623044967651,0,0.5961617231369019,True,False,2026-04-10T20:05:58.779882+00:00
stable,CHR-GEN-018,imdb-7494,lowercase,0,0.6190623044967651,0,0.6309776306152344,True,False,2026-04-10T20:05:58.779885+00:00
stable,CHR-GEN-018,imdb-6127,uppercase,0,0.6136379837989807,0,0.6081357598304749,True,False,2026-04-10T20:05:58.769997+00:00
stable,CHR-GEN-018,imdb-6127,lowercase,0,0.6136379837989807,0,0.6058298349380493,True,False,2026-04-10T20:05:58.770000+00:00
stable,CHR-GEN-018,imdb-11456,uppercase,1,0.7377118468284607,0,0.5957792401313782,False,False,2026-04-10T20:05:58.809548+00:00
stable,CHR-GEN-018,imdb-11456,lowercase,1,0.7377118468284607,1,0.6637910008430481,False,False,2026-04-10T20:05:58.809551+00:00
stable,CHR-GEN-018,imdb-8981,uppercase,0,0.6215850114822388,0,0.6056495308876038,True,False,2026-04-10T20:05:58.791264+00:00
stable,CHR-GEN-018,imdb-8981,lowercase,0,0.6215850114822388,0,0.5657234787940979,False,False,2026-04-10T20:05:58.791267+00:00
stable,CHR-GEN-018,imdb-12787,uppercase,0,0.61789470911026,0,0.5843876004219055,True,False,2026-04-10T20:05:58.819728+00:00
stable,CHR-GEN-018,imdb-12787,lowercase,0,0.61789470911026,0,0.6085360050201416,True,False,2026-04-10T20:05:58.819731+00:00
stable,CHR-GEN-018,imdb-19886,uppercase,1,0.608771026134491,0,0.6174208521842957,False,False,2026-04-10T20:05:58.871040+00:00
stable,CHR-GEN-018,imdb-19886,lowercase,1,0.608771026134491,1,0.6473073959350586,True,False,2026-04-10T20:05:58.871043+00:00
stable,CHR-GEN-018,imdb-1010,uppercase,1,0.7533202767372131,0,0.5899364948272705,False,False,2026-04-10T20:05:58.732600+00:00
stable,CHR-GEN-018,imdb-1010,lowercase,1,0.7533202767372131,1,0.6878003478050232,False,False,2026-04-10T20:05:58.732603+00:00
stable,CHR-GEN-018,imdb-1711,uppercase,0,0.6344782710075378,0,0.6091257333755493,True,False,2026-04-10T20:05:58.737794+00:00
stable,CHR-GEN-018,imdb-1711,lowercase,0,0.6344782710075378,0,0.6135762929916382,True,False,2026-04-10T20:05:58.737798+00:00
stable,CHR-GEN-018,imdb-1279,uppercase,0,0.6215456128120422,0,0.6225833892822266,True,False,2026-04-10T20:05:58.734595+00:00
stable,CHR-GEN-018,imdb-1279,lowercase,0,0.6215456128120422,0,0.5979578495025635,True,False,2026-04-10T20:05:58.734598+00:00
stable,CHR-GEN-018,imdb-1513,uppercase,0,0.6093416810035706,0,0.5964143872261047,True,False,2026-04-10T20:05:58.736344+00:00
stable,CHR-GEN-018,imdb-1513,lowercase,0,0.6093416810035706,0,0.6112666726112366,True,False,2026-04-10T20:05:58.736347+00:00
stable,CHR-GEN-018,imdb-10939,uppercase,1,0.5839025378227234,0,0.5841876864433289,False,False,2026-04-10T20:05:58.805865+00:00
stable,CHR-GEN-018,imdb-10939,lowercase,1,0.5839025378227234,0,0.5071517825126648,False,False,2026-04-10T20:05:58.805869+00:00
stable,CHR-GEN-018,imdb-19749,uppercase,0,0.5876410007476807,0,0.5950767993927002,True,False,2026-04-10T20:05:58.870079+00:00
stable,CHR-GEN-018,imdb-19749,lowercase,0,0.5876410007476807,0,0.5944864749908447,True,False,2026-04-10T20:05:58.870082+00:00
stable,CHR-GEN-018,imdb-6865,uppercase,0,0.6296602487564087,0,0.6154056787490845,True,False,2026-04-10T20:05:58.775320+00:00
stable,CHR-GEN-018,imdb-6865,lowercase,0,0.6296602487564087,0,0.6087527871131897,True,False,2026-04-10T20:05:58.775323+00:00
